Timestamp,Elapsed_Seconds,Mean_Latency_Ms,P95_Latency_Ms,P99_Latency_Ms,Throughput_RPS,Success_Rate_Percent,Request_Count
2025-10-01T23:33:01+07:00,0.11,54.41,54.41,54.41,1.00,100.00,1
2025-10-01T23:33:01+07:00,0.18,67.78,81.15,81.15,15.28,100.00,2
2025-10-01T23:33:02+07:00,0.38,122.18,230.97,230.97,9.07,100.00,3
2025-10-01T23:33:02+07:00,0.40,140.78,230.97,230.97,11.54,100.00,4
2025-10-01T23:33:02+07:00,0.48,158.92,231.47,231.47,11.58,100.00,5
2025-10-01T23:33:02+07:00,0.50,166.22,231.47,231.47,13.27,100.00,6
2025-10-01T23:33:02+07:00,0.58,175.69,232.46,232.46,13.14,100.00,7
2025-10-01T23:33:02+07:00,0.60,172.26,232.46,232.46,14.59,100.00,8
2025-10-01T23:33:02+07:00,0.62,177.00,232.46,232.46,15.94,100.00,9
2025-10-01T23:33:02+07:00,0.63,172.69,232.46,232.46,17.12,100.00,10
2025-10-01T23:33:02+07:00,0.68,168.92,232.41,232.46,17.44,100.00,11
2025-10-01T23:33:02+07:00,0.71,163.68,232.36,232.46,18.31,100.00,12
2025-10-01T23:33:02+07:00,0.78,161.07,232.31,232.46,17.81,100.00,13
2025-10-01T23:33:02+07:00,0.81,157.08,232.26,232.46,18.53,100.00,14
2025-10-01T23:33:02+07:00,0.89,155.67,232.21,232.46,17.95,100.00,15
2025-10-01T23:33:02+07:00,0.90,152.39,232.16,232.46,18.75,100.00,16
2025-10-01T23:33:02+07:00,0.98,151.12,232.12,232.46,18.27,100.00,17
2025-10-01T23:33:02+07:00,1.00,148.36,232.07,232.46,18.92,100.00,18
2025-10-01T23:33:02+07:00,1.02,144.23,232.02,232.46,19.59,100.00,19
2025-10-01T23:33:02+07:00,1.11,142.33,231.97,232.46,18.94,100.00,20
2025-10-01T23:33:02+07:00,1.13,139.25,231.92,232.46,19.48,100.00,21
2025-10-01T23:33:02+07:00,1.20,137.28,231.87,232.46,19.19,100.00,22
2025-10-01T23:33:02+07:00,1.22,134.34,231.82,232.46,19.67,100.00,23
2025-10-01T23:33:02+07:00,1.24,130.43,231.77,232.46,20.17,100.00,24
2025-10-01T23:33:03+07:00,1.30,127.27,231.72,232.46,19.97,100.00,25
2025-10-01T23:33:03+07:00,1.48,129.43,231.67,232.46,18.13,100.00,26
2025-10-01T23:33:03+07:00,1.58,133.25,232.44,232.46,17.62,100.00,27
2025-10-01T23:33:03+07:00,1.68,138.51,237.26,280.47,17.17,100.00,28
2025-10-01T23:33:03+07:00,1.78,145.11,282.95,330.03,16.76,100.00,29
2025-10-01T23:33:03+07:00,1.80,150.27,300.04,330.03,17.14,100.00,30
2025-10-01T23:33:03+07:00,1.90,156.80,328.53,352.68,16.73,100.00,31
2025-10-01T23:33:03+07:00,1.98,163.92,350.41,384.42,16.54,100.00,32
2025-10-01T23:33:03+07:00,2.01,169.73,355.33,384.42,16.87,100.00,33
2025-10-01T23:33:03+07:00,2.10,176.54,378.70,401.38,16.57,100.00,34
2025-10-01T23:33:03+07:00,2.21,184.53,397.14,456.10,16.23,100.00,35
2025-10-01T23:33:03+07:00,2.23,191.28,419.77,456.10,16.53,100.00,36
